1 啊！老师，多么神圣的职务啊;啊！老师，多么的刻敬职守啊
1 朋友是午睡初醒的那杯清茶，用無限的甘甜滋潤每一份快樂心情;朋友是疲憊日子裏的一把搖椅，溫柔地為你搖曳入眠的節。
1 朋友是小溪，無聲無息，卻又必不可少;朋友是海，懷納百川，包容你萬般情緒
1 朋友是海，懷納百川，包容你萬般情緒;朋友是山，危難之時，讓你有立足之地。
1 朋友是我們站在窗前欣賞冬日飄零的雪花時手中捧著的一盞熱茶;朋友是我們走在夏日大雨滂沱中時手裏撐著的一把雨傘
1 朋友是我們走在夏日大雨滂沱中時手裏撐著的一把雨傘;朋友是春天來臨時吹開我們心中冬的鬱悶的那一絲春風
1 朋友是春天來臨時吹開我們心中冬的鬱悶的那一絲春風;朋友是收獲季節裏我們陶醉在秋日私語中的那杯美酒。
1 朋友是一個可以互吐心事的人;朋友是一個不會教你做壞事的人
1 朋友是一個不會教你做壞事的人;朋友是一個與你共同奮進的人。
1 朋友是疲憊日子裏的一把搖椅，溫柔地為你搖曳入眠的節奏;朋友是寂寞日子裏的一首歌曲，悠悠地為你唱響心中的思念
1 朋友是寂寞日子裏的一首歌曲，悠悠地為你唱響心中的思念;朋友是失落日子裏的一封長信，有力地為你書寫勇敢的信念
1 朋友是失落日子裏的一封長信，有力地為你書寫勇敢的信念;朋友是平凡日子裏的一本好書，清晰地為你記載生命的感動。
1 朋友是你失意時無言地安撫你的人;朋友是你高興時與你分享的人
1 朋友是你高興時與你分享的人;朋友是你驕傲時提醒你的人
1 朋友是你驕傲時提醒你的人;朋友是你自卑時鼓勵你的人。
1 朋友是快樂日子裏的一把吉它，盡情地為你彈奏生活的愉悅;朋友是憂傷日子裏的一股春風，輕輕地為你拂去心中的愁雲
1 朋友是憂傷日子裏的一股春風，輕輕地為你拂去心中的愁雲;朋友是成功道路上的一位良師，熱情的將你引向陽光的地帶
1 朋友是成功道路上的一位良師，熱情的將你引向陽光的地帶;朋友是失敗苦悶中的一盞明燈，默默地為你驅趕心靈的陰霾。
1 亲情，就像迷茫中的一块指路牌，为你指引前方的道路;亲情，就像一盏灯，照亮你应走的人生
1 亲情，就像一盏灯，照亮你应走的人生;亲情，就像一杯茶，可以温暖你的心灵。
1 亲情，有一种奇妙无比的力量;亲情，是一则永不褪色的话题。
1 亲情，旧像一颗蜜糖，给你甜蜜的味道;亲情，就像沙漠中的一汪清泉，可以在你困难时帮助你
1 亲情，就像沙漠中的一汪清泉，可以在你困难时帮助你;亲情，就像一艘轮船，载着你起程远航。
1 亲情是长白山顶的积雪，简洁却永恒;亲情是底格里斯河的流水，轻柔却又悠长
1 亲情是底格里斯河的流水，轻柔却又悠长;亲情是西西里岛的那轮落日，缠绵却又绚烂
1 亲情是西西里岛的那轮落日，缠绵却又绚烂;亲情是美索不达米亚平原的碑文，模糊却又隽永。
1 亲情的船要靠在爱的港湾;亲情的楼要建在爱的基石
1 亲情的楼要建在爱的基石;亲情的泉要流在爱的大地
1 亲情的泉要流在爱的大地;亲情的星要亮在爱的苍穹
1 亲情的星要亮在爱的苍穹;亲情的花要开在爱的园圃。
1 亲情就是父亲扬起的手掌，颤动的双唇和恨铁不成钢的怒容;亲情就是母亲灼灼的泪水，柔情的呼唤，和温暖舒适的怀抱
1 亲情就是母亲灼灼的泪水，柔情的呼唤，和温暖舒适的怀抱;亲情就是子女肯定的目光，尊敬的语言，和一份小小的礼物。
1 亲情犹如一江剪不断的春水，流动的是游子心中永远的思念;亲情犹如一丘数不尽的细沙，沉淀的是长年堆积的牵挂
1 亲情犹如一丘数不尽的细沙，沉淀的是长年堆积的牵挂;亲情犹如夜空中那颗北斗，指引的是那迷路的羔羊回家的方向。
1 亲情如水，使纷繁经过过滤变得纯净;亲情似火，使平淡通过煅烧日显棱角
1 亲情似火，使平淡通过煅烧日显棱角;亲情是诗，使乏味经过修饰达到一种意境。
1 亲情是树，每个人都是它的一条根，让它吸收营养永葆青春;亲情是河，每个人都是它的一条支流，让它永不干涸澎湃向前
1 亲情是河，每个人都是它的一条支流，让它永不干涸澎湃向前;亲情是火，每个人都是它的一根木柴，让它永不熄灭温暖四方。
1 亲情是雨，带走烦燥，留下轻凉;亲情是风，吹走忧愁，留下愉快
1 亲情是风，吹走忧愁，留下愉快;亲情是太阳，带走黑暗，留下光明。
1 亲情，是木兰替父的故事;亲情，是孟母三迁的佳话
1 亲情，是孟母三迁的佳话;亲情，是阿炳二泉映月的旋律。
1 亲情，是一把斜背着的吉它，越到情深处，越能拨动你的心弦;亲情，是一挂藤萝，不管你身在何方，它总是紧紧牵着你的手
1 亲情，是一挂藤萝，不管你身在何方，它总是紧紧牵着你的手;亲情，是一串挂在颈间的钥匙，打开的是一扇扇忧郁的门窗
1 亲情，是一串挂在颈间的钥匙，打开的是一扇扇忧郁的门窗;亲情，就在眉眼顾盼间，浅浅的微笑里，就在我那一首抒情的小曲中。
1 亲情是杯清洌的酒，因为岁月的历练而醇香;亲情又像一杯氤氲的茶，因为心香的呵护而沁人心脾
1 亲情又像一杯氤氲的茶，因为心香的呵护而沁人心脾;亲情也像一棵高大而茂盛的树，因为雨露的滋润而枝繁叶茂
1 亲情也像一棵高大而茂盛的树，因为雨露的滋润而枝繁叶茂;亲情更像宽广无边的大海，因为广阔的胸怀而横无际涯
1 亲情似水，涓涓细流;亲情像画，线条柔美
1 亲情像画，线条柔美;亲情如歌，优美动听
1 亲情如歌，优美动听;亲情是爱，和谐震撼。
1 亲情像雨伞，为我挡雨;亲情像雨衣，为我遮风
1 亲情像雨衣，为我遮风;亲情像港湾，是我休息的场所。
1 亲情像春日微风，轻柔不张扬;亲情像夏日小雨，丝丝添凉爽
1 亲情像夏日小雨，丝丝添凉爽;亲情像秋日枫叶，红火满心房
1 亲情像秋日枫叶，红火满心房;亲情像冬日暖阳，温暖散光芒。
1 亲情像春日里的甘露，能在悲怆的岁月里，鲜活怀旧者那风干的记忆;亲情像夏日里的绿荫，能在炎炎烈日中，撑起迷茫者的蓝天
1 亲情像夏日里的绿荫，能在炎炎烈日中，撑起迷茫者的蓝天;亲情像秋日里的阳光，能在萧瑟的风雨中，温暖失落者的心田
1 亲情像秋日里的阳光，能在萧瑟的风雨中，温暖失落者的心田;亲情像冬日里的白雪，能在污浊的旅途中，涤尽跋涉者的征尘。
1 亲情如彩绸，我们共同剪裁，缝制成一件件绚丽的衣衫;亲情如油彩，我们共同调色，描绘出一幅幅美妙的图画
1 亲情如油彩，我们共同调色，描绘出一幅幅美妙的图画;亲情如火种，我们共同添柴，燃烧成一轮驱走寒冷黑暗的太阳
1 亲情如火种，我们共同添柴，燃烧成一轮驱走寒冷黑暗的太阳;亲情如珍珠，我们共同穿缀，连成一串串璀璨的项链
1 亲情如珍珠，我们共同穿缀，连成一串串璀璨的项链;亲情如花种，我们共同撒播，培育出一个五彩的花坛
1 亲情如花种，我们共同撒播，培育出一个五彩的花坛;亲情如花卉，我们共同浇灌，养育出一朵娇艳的奇葩
1 亲情如花卉，我们共同浇灌，养育出一朵娇艳的奇葩;亲情如树木，我们共同培植，栽种出一棵不凋的青松
1 亲情如树木，我们共同培植，栽种出一棵不凋的青松;亲情如春水，我们共同扬帆，行驶向一片美好的未来。
1 亲情是杯清洌的酒，因为岁月的历练而醇香;亲情又像一杯氤氲的茶，因为心香的呵护而沁人心脾
1 亲情又像一杯氤氲的茶，因为心香的呵护而沁人心脾;亲情也像一棵高大而茂盛的树，因为雨露的滋润而枝繁叶茂
1 亲情也像一棵高大而茂盛的树，因为雨露的滋润而枝繁叶茂;亲情更像宽广无边的大海，因为广阔的胸怀而横无际涯。
1 亲情似水，涓涓细流;亲情像画，线条柔美
1 亲情像画，线条柔美;亲情如歌，优美动听
1 亲情如歌，优美动听;亲情是爱，和谐震撼。
1 亲情是六月里的一阵凉风，把舒适和清凉吹进你的心灵;亲情是严冬中的一件毛衣，把温暖和幸福送进你的美梦
1 亲情是严冬中的一件毛衣，把温暖和幸福送进你的美梦;亲情是风雨中安全的港湾，把快乐和安逸摇进你的爱心
1 亲情是风雨中安全的港湾，把快乐和安逸摇进你的爱心;亲情是黑暗中的一丝烛火，把光明和未来为你点亮!
1 亲情像雨伞，为我挡雨;亲情像雨衣，为我遮风
1 亲情像雨衣，为我遮风;亲情像港湾，是我休息的场所。
1 亲情像春日微风，轻柔不张扬;亲情像夏日小雨，丝丝添凉爽
1 亲情像夏日小雨，丝丝添凉爽;亲情像秋日枫叶，红火满心房
1 亲情像秋日枫叶，红火满心房;亲情像冬日暖阳，温暖散光芒。
1 亲情像春日里的甘露，能在悲怆的岁月里，鲜活怀旧者那风干的记忆;亲情像夏日里的绿荫，能在炎炎烈日中，撑起迷茫者的蓝天
1 亲情像夏日里的绿荫，能在炎炎烈日中，撑起迷茫者的蓝天;亲情像秋日里的阳光，能在萧瑟的风雨中，温暖失落者的心田
1 亲情像秋日里的阳光，能在萧瑟的风雨中，温暖失落者的心田;亲情像冬日里的白雪，能在污浊的旅途中，涤尽跋涉者的征尘。
1 亲情是一盏灯，它会指引你走向正确的地方，但有时也会把你带向歧途;亲情是一盆火，它会温暖你的心，但有时也会将你的理智烧掉
1 亲情是一盆火，它会温暖你的心，但有时也会将你的理智烧掉;亲情是一颗药，它会治疗你的创伤，但有时也会加重你的病情。
1 亲情是朱自清父亲的背影;亲情是孟郊慈母手中的针线
1 亲情是孟郊慈母手中的针线;亲情是阿尔勃累喜特丢勒兄弟《祈求的手》
1 亲情是阿尔勃累喜特丢勒兄弟《祈求的手》;亲情是王维“独在异乡为异客，每逢佳节倍思亲”的感叹
1 亲情是王维“独在异乡为异客，每逢佳节倍思亲”的感叹;亲情是苏轼“但愿人长久，千里共婵娟”的祝愿。
1 亲情如良药，可以治愈你受伤的伤口;亲情如美酒，愈久愈香醇
1 亲情如美酒，愈久愈香醇;亲情如影子，无论贫富，无论贵贱，总是无怨无悔的伴你一生。
1 亲情是雨后的那滴甘露，滋润了原本贫瘠的土壤;亲情是破晓的那声鸡啼，唤醒了原本沉睡的大地
1 亲情是破晓的那声鸡啼，唤醒了原本沉睡的大地;亲情是汪洋大海上的那叶小舟，拯救了挣扎着在其中的人们
1 亲情是汪洋大海上的那叶小舟，拯救了挣扎着在其中的人们;亲情是漆黑港口的那盏孤灯，希望着那返航的人们
1 亲情是漆黑港口的那盏孤灯，希望着那返航的人们;亲情是阳关古道上的那个驿站，亲切着那浪迹的游子。
1 亲情是一件温暖的外套，是外套一抖行将脱落的纽扣;亲情是一张珍藏的唱片，是唱片上的一首老歌
1 亲情是一张珍藏的唱片，是唱片上的一首老歌;亲情是一盏清心的茶，亲情是一只停电后的手电，只照亮别人，不照亮自己
1 亲情是一盏清心的茶，亲情是一只停电后的手电，只照亮别人，不照亮自己;亲情是一段骨肉相离的历史，西班牙、埃及与苏伊士，大陆与台湾
1 亲情是一段骨肉相离的历史，西班牙、埃及与苏伊士，大陆与台湾;亲情是割舍不去的情愫，是义无反顾的追随，是壮士诀行时的依恋，是海枯石烂的诀别，是无需言行的默契。
1 亲情是什么？亲情是春天的种子，是夏天的清凉，是秋天的果实，是冬天的温暖;亲情是什么？亲情是喧嚣世界外的桃源，是汹涌波涛后平静的港湾，是无边沙漠中的绿州，是寂寞心灵中的慰藉
1 亲情是什么？亲情是喧嚣世界外的桃源，是汹涌波涛后平静的港湾，是无边沙漠中的绿州，是寂寞心灵中的慰藉;亲情是什么？亲情是你迷航时的灯塔，是你疲倦时的软床，是你受伤后的良药，是你口渴时的热茶
1 亲情是什么？亲情是你迷航时的灯塔，是你疲倦时的软床，是你受伤后的良药，是你口渴时的热茶;亲情是什么？亲情是“马上相逢无纸笔，凭君传语报平安”的嘱咐，是“临行密密缝，意恐迟迟归”的牵挂，是“来日倚窗前，寒梅著花来”的思念，是“雨中黄叶树，灯下白头人”的守候。
1 亲情是阳光，拂照你如拂乍暖还寒时风中的花瓣;亲情是灯，在你独行夜路时给你的那一点温暖的光亮
1 亲情是灯，在你独行夜路时给你的那一点温暖的光亮;亲情是风，是在你迷茫时推你向前的那股动力。
